Output Freq,Input Freq,Offset,Uplink Tone,Downlink Tone,"Location",County,Lat,Long,Call,Use,Op Status,Mode,Digital Access,EchoLink,IRLP,AllStar,Coverage,Last Update
147.28500,147.88500,+,88.5,123.0,"Winter Park - Winter Park",Grand,39.88650131,-105.76300049,KB0VJJ,OPEN,On-Air,Analog/analog,,,,,,2017-01-06
147.30000,147.90000,+,103.5,103.5,"Evergreen - Squaw Mountain",Clear Creek,39.67810059,-105.48699951,N0PYY,OPEN,On-Air,Analog/analog,,,,,Wide area,2017-03-11
147.30000,147.90000,+,107.2,,"Glenwood Springs - Three Mile Ridge",Garfield,39.55059814,-107.32399750,K0VQ,OPEN,On-Air,Analog/analog,,266359,,,Wide area,2012-11-10
147.31500,147.91500,+,,,"Centennial",Arapahoe,39.58069992,-104.87699890,N0KEG,OPEN,Off-Air,DMR,1,,,,,2020-06-13
147.33000,147.93000,+,100.0,,"Lakewood - Green Mountain",Jefferson,39.68220139,-105.14299774,W0TX,OPEN,On-Air,Analog/analog,,,,,,2017-03-31
147.33000,147.93000,+,107.2,,"Paonia",Delta,38.86830139,-107.59200287,KI0MR,OPEN,On-Air,Analog/analog,,,,,Wide area,2016-05-16
147.33000,147.93000,+,118.8,118.8,"Springfield",Baca,37.40829849,-102.61399841,KZ0DEM,OPEN,On-Air,Analog/analog,,97142,7142,,,2018-03-12
147.34500,147.94500,+,107.2,107.2,"Colorado Springs - Cheyenne Mountain",El Paso,38.73720169,-104.87999725,KC0CVU,OPEN,On-Air,Analog/analog,,,3854,,Wide area,2018-01-15
147.34500,147.94500,+,88.5,123.0,"Durango - Missionary Ridge",La Plata,37.34999847,-107.76699829,KB0VJJ,OPEN,On-Air,Analog/analog,,,,,,2020-07-16
147.34500,147.94500,+,88.5,123.0,"Vail",Eagle,39.65539932,-106.45700073,KB0VJJ,OPEN,On-Air,Analog/analog,,,,,Wide area,2017-01-06
147.35500,146.75500,-,88.5,123.0,"Grand Junction - Grand Mesa",Mesa,39.05199814,-108.56500244,KB0VJJ,OPEN,On-Air,Analog/analog,,,,,,2017-01-06
147.36000,147.96000,+,100.0,,"Cedaredge",Delta,38.90159988,-107.92600250,W0ALC,OPEN,On-Air,Analog/analog,,,,,,2019-08-26
147.36000,147.96000,+,100.0,100.0,"Fort Collins - CSU Durward Hall",Larimer,40.57080078,-105.07700348,W0QEY,OPEN,On-Air,Analog/analog,,,,,,2017-03-11
147.36000,147.96000,+,,123.0,"La Junta - North La Junta",Otero,37.99950027,-103.52899933,KC0ITF,PRIVATE,On-Air,YSF/analog,,,,,,2018-09-30
147.36000,147.96000,+,107.2,107.2,"Lake George - Badger Mountain",Park,39.04890060,-105.51200104,KC0CVU,OPEN,On-Air,Analog/analog,,,3854,,Wide area,2018-01-15
147.37500,147.97500,+,156.7,,"Silverton - Kendall Mountain",San Juan,37.79330063,-107.62899780,KB5ITS,OPEN,On-Air,Analog/analog,,,,,Wide area,2018-01-15
147.37500,147.97500,+,100.0,100.0,"Trinidad - Raton Pass",Las Animas,37.16949844,-104.50099945,K0BV,OPEN,On-Air,Analog/analog,,,,,,2017-10-24
147.39000,147.99000,+,88.5,123.0,"Breckenridge - Bald Mountain",Summit,39.44390106,-105.96900177,KB0VJJ,OPEN,On-Air,Analog/analog,,,,,Wide area,2019-11-08
147.39000,147.99000,+,107.2,,"Carbondale - Four Mile Ridge",Garfield,39.40000153,-107.31500244,K0SNO,OPEN,On-Air,Analog/analog,,,,,,2016-07-14
147.39000,147.99000,+,103.5,,"Colorado Springs",El Paso,38.83810043,-104.82099915,W0MOG,OPEN,On-Air,Analog/analog,,,,,,2016-08-10
147.39000,147.99000,+,,,"Fort Collins - Timnath",Larimer,40.54460144,-104.94400024,W0DMR,OPEN,On-Air,DMR,2,,,,,2019-11-27
147.39000,147.99000,+,107.2,,"Grand Junction",Mesa,39.06389999,-108.55000305,KE0TY,OPEN,Off-Air,Analog/analog,,,,,,2012-11-10
147.42000,147.42000,x,100.0,,"Pueblo",Pueblo,38.28597150,-104.57530630,W5ALC,OPEN,On-Air,Analog/analog,,,,49947,,2021-02-05
223.96000,222.36000,-,103.5,103.5,"Canon City - Fremont Peak",Fremont,38.45420074,-105.29000092,WD0EKR,OPEN,On-Air,Analog/analog,,,,,Wide area,2017-10-04
224.00000,222.40000,-,103.5,103.5,"Golden - Guy Hill",Jefferson,39.77719879,-105.32900238,N0MHU,OPEN,On-Air,Analog/analog,,,,,,2017-03-11
224.02000,222.42000,-,,,"Boulder - Lee Hill",Boulder,40.07220078,-105.35399628,W0IA,OPEN,On-Air,Analog/analog,,217336,,,,2017-03-11
224.02000,222.42000,-,,,"Glenwood Springs",Garfield,39.55049896,-107.32499695,KI0G,CLOSED,Off-Air,Analog/analog,,,,,,2012-11-12
224.06000,222.46000,-,,,"Colorado Springs",El Paso,38.83390045,-104.82099915,KB0SRJ,CLOSED,Off-Air,Analog/analog,,,,,Wide area,2012-11-12
224.26000,222.66000,-,88.5,CSQ,"Pueblo - Baculite Mesa",Pueblo,38.39250183,-104.55500031,W0PHC,OPEN,On-Air,Analog/analog,,,,,Wide area,2020-07-19
224.38000,222.78000,-,100.0,100.0,"Lakewood - Green Mountain",Jefferson,39.68220139,-105.14299774,W0TX,OPEN,On-Air,Analog/analog,,,,,,2017-03-11
224.52000,222.92000,-,100.0,100.0,"Fort Collins - Horsetooth Mountain",Larimer,40.53969955,-105.19599915,W0UPS,OPEN,On-Air,Analog/analog,,,,,,2018-03-21
224.60000,223.00000,-,100.0,,"Rollinsville",Gilpin,39.91719818,-105.50099945,W0RM,OPEN,Off-Air,Analog/analog,,,,,,2012-11-10
224.72000,223.12000,-,103.5,103.5,"Colorado springs ",El Paso,38.90000153,-104.80000305,W0MOG,OPEN,On-Air,Analog/analog,,,,,,2020-07-24
224.74000,223.14000,-,88.5,88.5,"Golden - Guy Hill",Jefferson,39.77719879,-105.32800293,N0POH,OPEN,On-Air,Analog/analog,,,,,,2016-01-17
224.80000,223.20000,-,,,"Vail",Eagle,39.64030075,-106.37400055,N0AFO,OPEN,On-Air,Analog/analog,,,,,,2018-06-02
224.84000,223.24000,-,100.0,100.0,"Fort Collins - Buckhorn Mountain",Larimer,40.61700058,-105.32700348,W0UPS,OPEN,On-Air,Analog/analog,,,,,Wide area,2019-08-23
224.96000,223.36000,-,CSQ,,"Fort Lupton",Weld,40.08470154,-104.81300354,AC0KC,OPEN,On-Air,Analog/analog,,,,,,2012-11-12
423.00000,223.36000,+,ATV,,"Boulder",Boulder,39.97848511,-105.27445221,W0BTV,OPEN,On-Air,Analog/analog,,,,,Wide area,2020-02-25
442.37500,447.37500,+,100.0,,"Mancos - Caviness Mountain",Montezuma,37.36000061,-108.15000153,KB5ITS,OPEN,On-Air,Analog/analog,,,,,,2020-07-16
444.00000,449.00000,+,67.0,,"Silverton - Hazelton",San Juan,37.81190109,-107.66500092,KB5ITS,OPEN,On-Air,Analog/analog,,,,,,2018-08-03
445.05000,440.05000,-,,,"Boulder - Lee Hill",Boulder,40.07220078,-105.35399628,N0SZ,OPEN,On-Air,DMR,1,,,,Wide area,2019-11-27
445.05000,440.05000,-,,,"Grand Junction - Grand Mesa",Mesa,39.08900000,-108.22500000,KB0YNA,OPEN,On-Air,DMR,7,,,,,2021-02-09
445.05000,440.05000,-,,,"Leadville - Mosquito Pass",Lake,39.26530075,-106.18199921,N0SZ,OPEN,On-Air,DMR,7,,,,,2019-11-27
445.06250,440.06250,-,,,"Colorado Springs - Cheyenne Mountain",El Paso,38.74509811,-104.86199951,N0SZ,OPEN,On-Air,DMR,1,,,,,2021-02-09
445.07500,440.07500,-,,,"Parker",Douglas,39.44910049,-104.70300293,K0PRA,OPEN,On-Air,DMR,1,,,,,2019-11-27
445.07500,440.07500,-,,,"Vail",Eagle,39.63479996,-106.44699860,N0SZ,OPEN,On-Air,DMR,7,,,,,2019-11-27
445.08750,440.08750,-,,,"Breckenridge - Baldy",Fremont,39.45899963,-105.97899628,N0SZ,OPEN,On-Air,DMR,7,,,,,2019-11-27
445.13750,440.13750,-,,,"Durango - Missionary Ridge",La Plata,37.36690140,-107.78500366,N0SZ,OPEN,On-Air,DMR,7,,,,,2019-11-27
445.13750,440.13750,-,,,"Greeley",Weld,40.40700000,-104.73400000,KB0VGD,OPEN,On-Air,DMR,2,,,,,2020-09-21
445.20000,440.20000,-,,,"Fort Collins - Buckhorn Mountain",Larimer,40.61700058,-105.32700348,N0SZ,OPEN,On-Air,DMR,7,,,,,2019-12-28
445.26250,440.26250,-,,,"Rangely - Cathedral Bluffs",Rio Blanco,40.08750153,-108.80500031,N0SZ,OPEN,On-Air,DMR,7,,,,,2019-11-27
446.73750,441.73750,-,,,"Canon City - Fremont Peak",Fremont,38.45420074,-105.29000092,K0JSC,OPEN,On-Air,DMR,7,,,,,2020-06-19
446.73750,441.73750,-,,,"Fort Collins",Larimer,40.51530075,-105.14700317,N0AOL,OPEN,On-Air,DMR,2,,,,Wide area,2019-11-27
446.73750,441.73750,-,,,"Genoa - Limon",Lincoln,39.37465300,-103.80210000,K0RTS,OPEN,Unknown,DMR,8,,,,,2021-02-09
446.73750,441.73750,-,,,"Mancos - Caviness Mountain",Montezuma,37.34500122,-108.28900146,N5UBJ,OPEN,On-Air,DMR,6,,,,,2019-11-27
446.75000,441.75000,-,,,"Fort Collins - Horsetooth Mountain",Larimer,40.53879929,-105.17900085,K7PFJ,OPEN,On-Air,DMR,7,,,,,2019-12-09
446.76250,441.76250,-,,,"Fairplay - Badger",Park,39.04690170,-105.87000275,N0SZ,OPEN,On-Air,DMR,7,,,,,2019-11-27
446.76250,441.76250,-,,,"Fort Collins - CSU Durward Hall",Larimer,40.57759857,-105.09300232,W0QEY,OPEN,On-Air,DMR,8,,,,,2020-02-10
446.76250,441.76250,-,,,"Fort Collins - CSU Durward Hall",Larimer,40.57759857,-105.09300232,W0QEY,OPEN,On-Air,DMR,8,,,,,2020-02-10
446.76250,441.76250,-,,,"Vilas",Baca,37.37469864,-102.44699860,KZ0DEM,OPEN,On-Air,DMR,7,,,,,2020-04-09
446.77500,441.77500,-,,,"Fort Collins - Timnath",Larimer,40.59379959,-104.92600250,W0DMR,OPEN,On-Air,DMR,2,,,,,2019-11-27
446.77500,441.77500,-,,,"Grand Junction",Mesa,39.06389999,-108.55100250,KD0RED,OPEN,On-Air,DStar,,,,,,2014-08-16
446.77500,441.77500,-,,,"Trinidad - Raton Pass",Las Animas,37.14569855,-104.57099915,KD0RDI,OPEN,On-Air,DStar,,,,,,2017-12-13
446.78750,441.78750,-,,,"Denver - Centennial Cone",Jefferson,39.76570129,-105.36599731,W0TX,OPEN,On-Air,DMR,1,,,,,2019-11-27
446.80000,441.80000,-,,,"Boulder - Mount Thorodin",Boulder,40.01499939,-105.27100372,N0SZ,OPEN,On-Air,DMR,7,,,,Wide area,2019-11-27
446.81250,441.81250,-,,,"Fort Collins - CSU Durward Hall",Larimer,40.57770157,-105.09300232,W0QEY,OPEN,Unknown,DStar,,,,,,2020-10-27
446.81250,441.81250,-,,,"Salida - Methodist Mountain",Chaffee,38.53469849,-105.99900055,N0SZ,OPEN,On-Air,DMR,7,,,,,2019-11-27
446.83750,441.83750,-,,,"Golden - Lookout",Jefferson,39.73049927,-105.23200226,WA2YZT,OPEN,On-Air,DMR,7,,,,,2019-11-27
446.85000,441.85000,-,,,"Franktown",Douglas,39.39350128,-104.67500305,K0PRA,OPEN,On-Air,DStar,,,,,,2018-03-18
446.86250,441.86250,-,,,"Boulder",Boulder,40.01499939,-105.27100372,KC0DS,OPEN,On-Air,DStar,,,,,,2017-03-11
446.87500,441.87500,-,,,"Granby - Mt Chauncey",Clear Creek,40.08610153,-105.93900299,K7PFJ,OPEN,On-Air,DMR,7,,,,,2019-11-27
446.87500,441.87500,-,,,"Westcreek",Douglas,39.15250015,-105.16400146,N0SZ,OPEN,On-Air,DMR,6,,,,,2019-11-27
446.88750,441.88750,-,,,"Colorado Springs - Sun Hills Subdivision",El Paso,39.04600000,-104.80650000,KE0VUW,OPEN,On-Air,DStar,,,,,,2020-05-04
446.91250,441.91250,-,,,"Colorado Springs - Cheyenne Mountain",El Paso,38.74509811,-104.86199951,KC0CVU,OPEN,On-Air,DStar,,,,,,2019-12-28
446.91250,441.91250,-,,,"Grand Junction - Grand Mesa",Mesa,39.08890152,-108.22699738,W0BX,OPEN,On-Air,DMR,1,,,,,2019-11-27
446.92500,441.92500,-,,,"Castle Rock - Devils Head",Douglas,39.26480103,-105.11399841,N0ESQ,OPEN,On-Air,DMR,8,,,,,2019-11-27
446.93750,441.93750,-,,,"Idaho Springs - Squaw Mountain",Clear Creek,39.67979813,-105.49299622,N0SZ,OPEN,On-Air,DMR,7,,,,,2019-11-27
446.95000,441.95000,-,,,"Colorado Springs - Almagre Mountain",Teller,38.77259827,-104.99299622,K7PFJ,OPEN,On-Air,DMR,7,,,,,2019-11-27
446.97500,441.97500,-,,,"Golden - Table Mountain",Jefferson,39.78459930,-105.21600342,KB0VGD,OPEN,On-Air,DMR,2,,,,,2019-11-27
446.97500,441.97500,-,,,"Salida - Methodist Mountain",Chaffee,38.53469849,-105.99900055,KD0QPG,OPEN,On-Air,DStar,,,,,,2013-07-06
446.98750,441.98750,-,,,"Boulder - Lee Hill",Boulder,40.07220078,-105.35399628,N0SZ,OPEN,On-Air,DMR,7,,,,,2019-11-27
446.98750,441.98750,-,,,"Pueblo",Pueblo,38.23070145,-104.61100006,K0JSC,OPEN,On-Air,DMR,6,,,,,2019-11-27
447.00000,442.00000,-,107.2,,"Loma - Baxter Pass",Garfield,39.58190155,-108.95200348,KB0SW,OPEN,On-Air,Analog/analog,,,,,Wide area,2020-11-14
447.02500,442.02500,-,123.0,,"Colorado Springs",El Paso,38.83390045,-104.82099915,KF0WF,OPEN,On-Air,Analog/analog,,,,,,2016-08-10
447.05000,442.05000,-,179.9,179.9,"Aspen - Aspen Mountain",Pitkin,39.17610168,-106.82900238,KD0NU,OPEN,On-Air,Analog/analog,,,,,,2021-01-01
447.10000,442.10000,-,77.0,,"Center",Rio Grande,37.75000000,-106.11499786,N0KM,OPEN,On-Air,Analog/analog,,,,,,2020-04-29
447.10000,442.10000,-,107.2,,"Glenwood Springs - Sunlight Peak",Garfield,39.42639923,-107.37999725,KI0G,OPEN,On-Air,Analog/analog,,,,,,2012-11-10
447.12500,442.12500,-,103.5,103.5,"Fairplay - Sacramento Mountain",Park,39.20999908,-106.08699799,AA0BF,OPEN,On-Air,Analog/analog,,,,45840,,2020-07-16
447.15000,442.15000,-,136.5,,"Carbondale - Missouri Heights",Garfield,39.42470169,-107.09700012,K0VQ,OPEN,On-Air,Analog/analog,,8150,,,,2011-08-01
447.15000,442.15000,-,103.5,,"Hugo",Lincoln,39.05419922,-103.48000336,KD0OXW,OPEN,On-Air,YSF,,,,,,2020-09-10
447.17500,442.17500,-,100.0,100.0,"Denver - Broadway Plaza Lofts",Denver,39.75519943,-104.98699951,W0JRL,OPEN,On-Air,Analog/analog,,201712,,29997,,2015-05-15
447.17500,442.17500,-,88.5,,"Pueblo - 12 Mile Hill",Pueblo,38.20700073,-104.70700070,W0PHC,OPEN,On-Air,DMR,,,,,Wide area,2020-07-19
447.20000,442.20000,-,107.2,107.2,"Montrose - Waterdog Peak",Montrose,38.38750076,-107.67400360,WA4HND,OPEN,On-Air,Analog/analog,,,3710,,,2018-01-15
447.20000,442.20000,-,82.5,,"Severance - Cactus Hill",Weld,40.58100128,-104.90599823,N6RFI,OPEN,On-Air,Analog/analog,,,,,,2017-03-11
447.22500,442.22500,-,,,"Parker",Arapahoe,39.51860046,-104.76100159,K0PRA,OPEN,On-Air,YSF,,,,,,2020-05-06
447.25000,442.25000,-,100.0,100.0,"Canon City - Fremont Peak",Fremont,38.45420074,-105.29000092,K0JSC,OPEN,On-Air,Analog/analog,,363976,7301,28368,Wide area,2020-07-16
447.27500,442.27500,-,100.0,,"Dolores - Summit Ridge",Montezuma,37.47389984,-108.50499725,KB5ITS,OPEN,On-Air,Analog/analog,,,,,,2017-12-07
447.27500,442.27500,-,100.0,100.0,"Fort Collins - Horsetooth Mountain",Larimer,40.53969955,-105.19599915,W0UPS,OPEN,On-Air,Analog/analog,,,,,Wide area,2020-01-23
447.27500,442.27500,-,100.0,100.0,"Pueblo - Metro",Pueblo,38.23049927,-104.61100006,K0JSC,OPEN,On-Air,Analog/analog,,,,,,2020-07-16
447.30000,442.30000,-,107.2,,"Fort Lupton",Weld,40.02759933,-104.78900146,AC0KC,OPEN,On-Air,Analog/analog,,405804,3887,,,2013-01-07
447.35000,442.35000,-,107.2,,"Cedaredge - Grand Mesa",Delta,38.99440002,-107.97299957,,OPEN,Off-Air,Analog/analog,,,,,,2012-11-10
447.35000,442.35000,-,151.4,,"Colorado Springs",El Paso,38.83390045,-104.82099915,K0IRP,OPEN,On-Air,Analog/analog,,,,,,2015-03-04
447.37500,442.37500,-,100.0,,"Trinidad - Raton Pass",Las Animas,37.16949844,-104.50099945,KG5JL,OPEN,On-Air,YSF/analog,,,,,,2018-04-04
447.40000,442.40000,-,67.0,,"Cripple Creek",Teller,38.74670029,-105.17800140,WB0WDF,OPEN,Unknown,Analog/analog,,,,,,2021-01-19
447.45000,442.45000,-,123.0,123.0,"Fort Collins",Larimer,40.51530075,-105.14700317,KC0RBT,OPEN,On-Air,Analog/analog,,447450,,,,2020-03-22
447.45000,442.45000,-,123.0,123.0,"Pueblo West - Liberty Point",Pueblo,38.31610107,-104.74199670,NA0PW,OPEN,On-Air,Analog/analog,,,,,,2020-06-06
447.45000,442.45000,-,103.5,,"Winter Park",Grand,39.94729996,-105.79499817,WA4CCC,OPEN,On-Air,Analog/analog,,,,,,2013-10-26
447.47500,442.47500,-,107.2,,"Colorado Springs",El Paso,38.83390045,-104.82099915,NX0G,OPEN,On-Air,Analog/analog,,,,,,2019-11-07
447.50000,442.50000,-,88.5,88.5,"Conifer - Critchell Mountain",Jefferson,39.47029877,-105.19799805,N0OWY,OPEN,On-Air,Analog/analog,,,,,Wide area,2020-05-17
447.50000,442.50000,-,114.8,,"Grand Junction",Mesa,39.06380081,-108.55100250,KC0ARV,OPEN,Off-Air,Analog/analog,,,,,,2012-11-10
447.52500,442.52500,-,146.2,146.2,"Castle Rock - Devils Head (Pike National Forest)",Douglas,39.26480103,-105.11399841,N0ESQ,OPEN,On-Air,Analog/analog,,,,,,2015-06-17
447.52500,442.52500,-,203.5,146.2,"Parker - Hess Reservoir",Douglas,39.49420166,-104.83599854,N0ESQ,OPEN,On-Air,Analog/analog,,,,,,2020-10-19
447.52500,442.52500,-,127.3,,"Silverton",San Juan,37.81190109,-107.66400146,KB5ITS,OPEN,On-Air,Analog/analog,,,,,Wide area,2014-06-30
447.55000,442.55000,-,123.0,,"Colorado Springs",El Paso,38.83390045,-104.82099915,WA6IFI,OPEN,On-Air,Analog/analog,,,,,,2015-11-13
447.57500,442.57500,-,107.2,107.2,"Idaho Springs - Squaw Mountain",Clear Creek,39.67940140,-105.49199677,W0CRA,OPEN,On-Air,Analog/analog,,347088,3291,,Wide area,2017-11-13
447.60000,442.60000,-,103.5,,"Firstview",Cheyenne,38.79579926,-102.54799652,KD0OXW,OPEN,On-Air,YSF,,,,,,2020-09-11
447.60000,442.60000,-,,,"Glenwood Springs",Garfield,39.55049896,-107.32499695,KI0G,CLOSED,Off-Air,Analog/analog,,,,,,2012-11-12
447.60000,442.60000,-,,,"Red Feather Lakes - Red Feather Lakes",Larimer,40.80759811,-105.61699677,W1VAN,OPEN,On-Air,DMR,2,,,,,2019-11-27
447.60000,442.60000,-,88.5,88.5,"Walsenburg - Badito Cone",Huerfano,37.77199936,-105.02200317,W0PHC,OPEN,Unknown,DMR/analog,,,,,,2020-09-09
447.62500,442.62500,-,100.0,100.0,"Falcon - Black Forest",El Paso,39.04370117,-104.60800171,KD0MDP,OPEN,On-Air,Analog/analog,,363976,7301,28299,,2020-07-16
447.62500,442.62500,-,100.0,,"Lochbuie",Adams,40.00719833,-104.71600342,KE0SJ,OPEN,Unknown,Analog/analog,,,,,,2020-09-12
447.65000,442.65000,-,151.4,151.4,"Gunnison - W Mountain or Tenderfoot Mountain",Gunnison,38.61249924,-106.54299927,KB0YNA,OPEN,On-Air,Analog/analog,,,,,,2016-10-28
447.65000,442.65000,-,103.5,,"Limon - Cedar Point",Lincoln,39.37465300,-103.80210000,KD0OXW,OPEN,On-Air,Analog/analog,,,,,,2020-09-12
447.67500,442.67500,-,179.9,179.9,"Woodland Park",Teller,38.99390030,-105.05699921,KA0WUC,OPEN,On-Air,Analog/analog,,,,,,2014-05-22
447.70000,442.70000,-,100.0,100.0,"Fort Collins - Buckhorn Mountain",Larimer,40.61109924,-105.32399750,W0UPS,OPEN,On-Air,Analog/analog,,,,,Wide area,2020-06-14
447.70000,442.70000,-,,,"Pueblo West",Pueblo,38.35000160,-104.72275460,KD0SBN,OPEN,On-Air,YSF,,,,,,2020-12-19
447.72500,442.72500,-,131.8,,"Fort Collins",Larimer,40.49599838,-105.07900238,W7RF,OPEN,On-Air,Analog/analog,,,,,,2018-05-13
447.72500,442.72500,-,100.0,100.0,"Monument, Colorado Springs - Monument Hill",El Paso,39.09170151,-104.87200165,K0NR,OPEN,On-Air,Analog/analog,,,,,,2020-12-19
447.75000,442.75000,-,141.3,141.3,"Boulder - Lee Hill",Boulder,40.07220078,-105.35399628,N0SZ,OPEN,On-Air,Analog/analog,,,3450,,,2020-11-26
447.75000,442.75000,-,103.5,103.5,"Canon City - Fremont Peak",Fremont,38.45420074,-105.29000092,WD0EKR,OPEN,On-Air,Analog/analog,,,3081,,,2017-03-11
447.80000,442.80000,-,,,"Loveland - Milner Mtn.",Larimer,40.49354200,-105.18174300,K0SVT,OPEN,On-Air,Analog,,,,,,2020-12-15
447.80000,442.80000,-,,,"Ridgway - On top of Log Hill",Ouray,38.18000031,-107.79000092,AD0RM,OPEN,On-Air,DMR,1,,,,,2019-11-27
447.82500,442.82500,-,D073,D073,"Lakewood - St Anthony Medical Campus",Jefferson,39.71620178,-105.12999725,W0TX,OPEN,On-Air,Analog/analog,,,,,,2017-03-11
447.85000,442.85000,-,141.3,141.3,"Evergreen - Saddleback Mountain",Clear Creek,39.71889877,-105.44000244,AC0KQ,OPEN,On-Air,Analog/analog,,,,29571,Wide area,2019-08-23
447.87500,442.87500,-,107.2,107.2,"Morrison - Mt. Morrison",Jefferson,39.67340088,-105.21800232,N6LXX,OPEN,On-Air,Analog/analog,,,,29913,,2017-03-09
447.90000,442.90000,-,CSQ,,"Denver",Denver,39.73759842,-104.98500061,WB0TPT,OPEN,On-Air,Analog/analog,,,,,,2017-03-11
447.90000,442.90000,-,100.0,CSQ,"South Fork",Rio Grande,37.67000410,-106.63976380,N0HQD,OPEN,On-Air,Analog/analog,,,,,,2020-10-11
447.92500,442.92500,-,100.0,100.0,"Denver",Denver,39.73759842,-104.98500061,K0FEZ,OPEN,On-Air,Analog/analog,,,,,,2020-10-19
